App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion,review_month
Swiggy,2023-05-26 14:49:33,"No option to add the exact address, rather giving predefined address to select",1,0,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",2023-05-26 14:54:05,4.33.1,2023-05
Swiggy,2023-03-01 15:50:26,There is no benifits in membership.they claim free delivery but it's not there.. After membership they are delivery late than usual.,1,0,"Hey there, we are sorry for any delay in delivering your order. Kindly share the order details by writing an email at swiggysocial@swiggy.in, we'll have it checked.",2023-03-01 15:51:59,4.26.1,2023-03
Swiggy,2023-06-28 16:28:44,Good quality and quantity,4,0,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2023-06-28 16:31:55,4.34.0,2023-06
Swiggy,2023-07-04 06:33:55,Delay to delivery and cash on delivery is not working,1,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2023-07-04 06:42:23,4.35.4,2023-07
Swiggy,2023-02-26 09:50:26,Very bad .no response..bad customer service...taking 2 hour time after order and even no cancellation option with money refund,1,1,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-02-26 09:51:55,4.26.1,2023-02
Swiggy,2022-12-06 08:38:05,"The new service termed as pick n drop has very poor interface, user has to put tons of details n fare comes at end but that's the main issue as it will be much more convenient if we have a choice of filing pick n drop at start to check the fare rest all should be after that.... It's very irritating to get fare at end just before payment or finalising the ride Pls look at the matter to make ur new initiative usable Regards",2,6,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2022-12-06 08:41:56,4.21.2,2022-12
Swiggy,2023-05-27 17:36:39,No. 1 app swiggy hatts off i love it it gives so much of offers and get the food in cheaper and fast delivery,5,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2023-05-27 17:41:57,4.31.1,2023-05
Swiggy,2022-05-23 05:11:43,"In this era when companies are taking care of their customers, it is tough to digest when the CS of swiggy couldn't help with a small request. I didn't even asked for refund but just to connect with the partner to sort the issue myself. The received response was ""We know that you are not happy, but we can't do anything about it"". Why should I suffer if there is a technical glitch on your end? My first interaction with the support and now last with the app. Edit:No response from social mail.",1,1,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2022-05-23 05:11:59,,2022-05
Swiggy,2022-04-15 15:13:32,It crashes all the time now. For one minute the restaurants are serviveable but when i try to checkout it shows that the restaurant is not serviceable! Kindly fix this! It is highly disappointing!,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-04-15 15:22:03,3.81.0,2022-04
Swiggy,2022-06-09 17:44:50,Swiggy food assigns multiple orders to single delivery person. Then they have to deliver order in queue which is not optimised. The orders which are very far delivered first. And your order which is even from nearby restaurant gets delayed by more than 30 minutes. The delivery person also admit because of this weird system they have to travel long. Uninstalling it and will not use again until they stop this system which troubles customer.,1,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2022-06-09 17:52:01,3.82.0,2022-06
Swiggy,2022-10-02 16:29:45,"Bad experience, I have ordered food from swiggy. I have entered correct address on which I have ordered food online more than twice and delivered came in time. But they said that I have entered wrong address so my order will be cancelled. And they have cancelled my ordered and charged cancellation fees on me. This is wrong. Please support this. And make them feel that they can't do like this with any customer.",1,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2022-10-02 16:31:57,,2022-10
Swiggy,2022-06-25 09:23:23,I regularly order from swiggy. Recently I reached out to swiggy support regarding an order and now the chat support by default closes the conversation that the team will get back in 10 -12 hours which never happens. If a user needs real time help with their order they have to wait for 10 -12 hours and the team never gets back. I guess the customer facing team just closes the issue on your face without a resolution. Very disappointed with such pathetic customer support.,1,4,"Hey there, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2022-06-25 09:31:54,4.11.0,2022-06
Swiggy,2022-06-30 15:15:45,"I think this company buys ratings, I have only had bad experiences mostly because of their process not of the restaurant food quality. They charge more for delivery and also amped up food prices, even then they either blame the restaurants or the customer itself there are times I had to spend hours convincing and fightingtheir support, like I don't have any better job to do. I am glad off this swiggy addiction, I either get it myself or cook it.",1,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2022-06-30 15:22:00,3.49.3,2022-06
Swiggy,2022-06-08 13:12:45,"Worst ever!!! Very poor customer care response. The food will take more than twice the time to get delivered. But you can only cancel it in one minute. Even if it gets delivered the next day you have to wait. And they will pick up two or three orders together and you should wait and eat this dry, made in 90's food!!!",1,1,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2022-06-08 13:21:56,4.10.2,2022-06
Swiggy,2023-06-16 14:13:09,"No customer support it had happened before when the order showed that it was delivered but it wasnt and the delivery guy literally switched off the phone. This time they did not send a few of the items i had ordered, they will tell you that they are sorry but where is the refund or the product? Please use zepto dunzo or blinkit instead of this scam of an app",1,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,2023-06-16 14:14:12,4.24.2,2023-06
Swiggy,2023-07-21 14:55:45,Very accurate and fast app,4,0,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2023-07-21 15:02:20,4.33.1,2023-07
Swiggy,2023-02-26 07:57:51,Yo download Swiggy and have 50% off ONLY ON YOUR FIRST ORDER. Then uninstall it... because no 50% off later. And the 50% off will actually give you the original price if you go to the restaurant youself they would give you the food at the same price ie 50% of Swiggy price.,2,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2023-02-26 08:01:55,4.27.1,2023-02
Swiggy,2022-03-25 06:53:58,"Worst experience ever. I subscribed for swiggy one membership. They told they will give free deliveries for 3 months. But I didn't get any offers that they have told.Then I asked for cancelation of subscription and refund. There was no proper response. Cheaters they are!! Only by 9th time they responded. But still money waste.After my review in play store, they asked me to send a mail to their team. I also sent. But still no response. Don't believe their reply and don't install this app. Waste",1,33,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,2022-03-25 07:01:58,4.3.1,2022-03
Swiggy,2023-03-13 15:42:06,"Worst service. The restaurant has sent a expired food, not fit for human consumption. There is not response from the Swiggy support team.",1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-03-13 15:52:00,4.28.2,2023-03
Swiggy,2023-06-28 10:53:32,very bad paneer but low quality,3,0,"Hi, we are disappointed to hear about the trouble we put you through. We would like to look into this and make amends for the hassle. Please do share your registered details by dropping an email at swiggysocial@swiggy.in, we will ensure the quickest resolution.",2023-06-28 11:02:01,4.35.3,2023-06
Swiggy,2022-12-30 14:59:45,"The app gives misleading information. For eg, if the app says your delivery will be picked up in 3-8 minutes, it doesn't mean a thing. Don't be surprised by the fact that Swiggy can't trace the delivery guy and the system was just bluffing about 3-8 minutes or whatever time Not a source of reliable info. It is a systemic issue due to lack of a culture of integrity. I'm not talking about the inaccurate info often posted by restaurants. Helpless customer care employees can only initiate refund.",1,39,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2022-12-30 15:02:01,4.23.2,2022-12
Swiggy,2022-09-06 13:30:00,"Had a really bad experience... After 1 hr of ordering food delivery partner denying to reach my location. Hence, my order got cancelled and that cancellation fee was charged from me. That time swiggy support assured me that I'll receive refund within 2 days. Now, after 6 days they are refusing to refund my money. I really need a negative rating option, not satisfied with single star also",1,7,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2022-09-06 13:31:54,4.15.0,2022-09
Swiggy,2023-05-03 13:35:37,Payment options are pathetic. Unable to even select the right amount after logging into the banking account,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-05-03 13:42:00,4.31.1,2023-05
Swiggy,2023-03-18 17:12:32,There was no way to cancel & cancellation charges were so high! A small pack of moong dal sheera was given but it was spoilt,2,1,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2023-03-18 17:22:01,4.28.2,2023-03
Swiggy,2023-04-29 15:49:10,"Quite good experience till now, whether it is for groceries or for food.",5,0,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2023-04-29 15:52:01,4.31.1,2023-04
Swiggy,2022-04-16 12:30:29,Their 60 seconds cancellation window is a false claim. I had to cancel an order worth Rs 600 and their app gave me a technical error while cancellation. When I contacted customer support they asked me to call the restaurant and cancel. They provided me a number that doesn't exist. They admitted that it's their fault and abruptly closed my case without providing any resolution. This continued multiple times. Theyre basically scamsters. Try zomato Or uber eats. Swiggy is fraud.,1,4,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-04-16 12:32:01,4.6.1,2022-04
Swiggy,2022-07-17 10:22:02,"Worst customer service. Had issue twice. Once paid for an order in cash and in app they showd cancelled and put penalty on me. Again, in instamart order, item is missing so they are not delivering item or refunding. Fraudsters. Worst app. Dont trust.",1,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2022-07-17 10:32:05,,2022-07
Swiggy,2022-09-27 19:52:09,"I had an account with my one mob number and email id, then the number got lost, I used 2nd email id and number and after when My mobile is lost I cannot now i cannot log in to my swiggy account or create one as my email id is already registered but this app doesn't allow any way of entering your account only with email... Nowhere to complainy also... Once loved swiggy but now just hate hate and hate the app. I am highly highly disappointed, worst ever app.. Edit- I truly wished for a response.",1,0,"Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",2022-09-27 20:01:55,4.3.1,2022-09
Swiggy,2023-03-23 15:01:42,"The worst support ever seen, and don't mind writing to there email you'll just waste your precious time. I have been receiving melted icecream over and over from swiggy instamart and they will think it's not there fault, then who's fault it is, mine for choosing them? My recommendation is to use blink it, or anything like that don't use this.",1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2023-03-23 15:01:56,,2023-03
Swiggy,2023-05-18 16:38:08,Any minus star if there? Worst experience ever had with any delivery partner. I have ordered kadai paneer and received Sev Tomato. And what swiggy has to say.. we have given you a coupon of 27rs. What? Is this the kind of service we want from this big organization. Pathetic. I too have screeshots of their conversation. I will never suggest anyone to order fromthis app. Now I am serving my guests a SEV TOMATO instead of Kadai paneer with full payment done. Dont reply me with write mail,1,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2023-05-18 16:41:57,4.32.2,2023-05
Swiggy,2023-04-16 16:33:30,"Worst services ..... My order while booking showed 29 minutes to deliver .... After booking they changed to 33 minutes on their own....then there was even more delay ..... And when it was 15 minutes beyond the delivery time I was forced to cancel, they charged me full amount ..... Even the customer service agents over the phone are arrogant ...... Never going to use this app",1,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2023-04-16 16:41:59,4.0.4,2023-04
Swiggy,2023-05-14 15:00:52,"Worst company, cheaters, they everytime deliver bad vegetables, and never provide solution, never refund back .",1,0,"Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",2023-05-14 15:01:57,4.32.2,2023-05
Swiggy,2023-07-12 14:22:58,ZERO STAR..... Please share a Ticket number when raised issue is not resolved on single chat session. We already raised this multiple times with your support team. If we have a Ticket number then don't have explain the same thing again and again everytime we inquiry about the ongoing issue. Pls pls don't ask us to send a mail again. You guys can see my latest issue wrt my email in this google play store.,1,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2023-07-12 14:32:20,3.76.2,2023-07
Swiggy,2023-02-07 12:04:45,good app. fast delivery. but no chat option. so writing here. received delivery on 6th February 2023 with complementary Reward pack. We appreciate . While going through items in the box it was observed that the beer can was packed on 24th March 2022 shows best bfr 12 months. The beer can product has almost exhausted its shelf life of almost 10 months from the date of packing. The rest of the reward items are well within the expiry and appreciated. Hope swiggy will take a note of it.,5,8,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2023-02-07 12:11:54,4.25.2,2023-02
Swiggy,2023-01-16 04:17:12,"First they say our delivery partner has marked your order as 'pickup' in place of another order then thay have assigned another delivery partner, that too had an major accident and the food totally spoiled, customer team says. They cancelled my order, and asked me to place another order. First of all, they didn't assigned another delivery person as it was not showing on my screen, you people are lying. Secondly, they didn't issued any coupon to me as compensation which they usually do.",1,1,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2023-01-16 04:21:58,4.20.1,2023-01
Swiggy,2022-03-11 14:41:47,"Very poor service.😠 On 11.03.2022 ordered 2 items and payment was instantly made. However later on got a call telling one of the items is out of stock!!. Asked for an alternative item. That too was out of stock!!!..Told to cancel the order. After cancellation when enquired about the refund, was informed that the refund would reflect within 5-7 business days!!!!!bravo... Service at its best😡😡",1,149,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-03-11 14:51:58,4.3.1,2022-03
Swiggy,2023-05-05 09:57:07,I love the little delivery emojis they do on the delivery partners it's so cute and creative to see.,5,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2023-05-05 10:02:03,4.31.1,2023-05
Swiggy,2023-04-02 16:15:51,"Hello, as expected this one is getting worse day by day. Especially with customer service. I faced a situation recently where I got incomplete order from the restaurant and the food inside it has a plastic rate tag which is used to stick on food covers. When we reached to swiggy and the restaurant we were in conference call and the restaurant was ready to accept their restaurant but the customer support guy was saying do not refund to the person until an investigation is done. Worst customer sup",1,0,"Hey there, we completely understand that we have missed the mark in delivering the order within the promised timeline. Please share your registered details or the order ID by writing to us at swiggysocial@swiggy.in and we would be happy to connect with you post having it checked.",2023-04-02 16:21:57,3.27.1,2023-04
Swiggy,2022-05-03 06:16:36,"Swiggy is becoming one of the worst app and worst customer care. There is nothing left to appreciate about Swiggy and recommend to others. Delay in delivery, poor customer care support, no user friendly. If they continue like this, you guys will surely hit rock bottom. Even delivery partners are behaving rude. No proper resolvements.",1,1,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution.",2022-05-03 06:22:02,4.7.0,2022-05
Swiggy,2022-05-14 14:35:24,"Useless timer of the app, sometimes the timer increases by 1 minute, I don't have a problem with this it can also be a timer like Uber, but swiggy gives the SMS as they had delivered before time. And KFC doesn't order everything that was placed as order, it will have something missing yet it doesn't give a refund. Worst app in existence. I currently ordered some food it said 19 mins then it decreased to 18 now it's 20. Fix this problem immediately, this unfair.",1,3,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-05-14 14:42:03,4.6.1,2022-05
Swiggy,2023-04-12 18:16:54,"They are just fooling consumers by their instamart features...it confirms order after payment and delivery detail also confirms but within 2-3 minutes they cancel order without any proper reason. Literally I am disappointed by this fooling act of swiggy. Uninstalling the app never ever going to use it. Disgusting...If you can't provide the service, kindly avoid killing customer time .",1,0,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2023-04-12 18:21:59,,2023-04
Swiggy,2022-01-29 14:21:21,I used to be a big fan on swiggy instamart. Today I incorrectly ordered an item and I have been requesting for some help to cancel it but apparently this is not an option. The support team didn't do anything to help inspite of multiple requests.. very dissatisfied and disappointed.,1,5,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2022-01-29 14:22:00,4.1.1,2022-01
Swiggy,2023-03-07 07:49:03,"When ordering the delivery time is different and after ordered the delivery time is different. And there is no option to contact customer care, only some bot reply. On top, they will charge cancellation fee, even though the order gets delayed by more than half an hour.",1,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2023-03-07 07:52:06,,2023-03
Swiggy,2023-06-27 16:38:14,It keeps opening on its own everytime I unlock my phone,1,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2023-06-27 16:42:02,4.35.3,2023-06
Swiggy,2022-12-17 16:56:22,The worst possible app. The customer service doesn't even want to resolve. They just redirect. And leave on the phone. If you don't want to deliver the food why trouble with notifications entire day to order. The restaurants got closed and i had to stay hungry because I relied on them for delivery. Very rude and negligent behavior,1,16,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2022-12-17 17:02:01,4.22.0,2022-12
Swiggy,2022-06-21 15:22:15,"Prices are atleast 30 to 40 percent higher than takeouts for the same resturant. On top of that they add delivery fee (which is fine) and tax. They charge cancellation fee which is equivalent to order amount, including the delivery fee, even when the delivery executive is not assigned. They say its done to compensate the resturant but we don't know if resturants get anything. Customer service is dissapointing and do not care about the customer. There is no way to contact them over phone.",1,0,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution.",2022-06-21 15:32:01,,2022-06
Swiggy,2022-10-04 14:54:59,"Less value for money. Nowadays they take the loyal customers for granted and have reduced the offers and benefits. Much better value is there on the many other food delivery services if you look around. Also a lot of benefits for membership are false, for example they claim no surge fee on delivery but during surge times they say no delivery partners available. Very rarely do you get offers on restaurants.",1,2,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2022-10-04 15:01:58,4.17.0,2022-10
Swiggy,2022-06-08 07:51:22,Worst experience from past two months. Orders are being clubbed for deliveries and you don't get them.on time. Swiggy says they take responsibility to improve service but no improvements. Highly disappointed and finally deleting this app. Even after i have invested in buying their membership. It was a huge mistake to keep trusting them that they will improve their service,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-06-08 07:52:10,4.8.2,2022-06
Swiggy,2023-01-18 12:15:50,"All the food and instamart deliveries in the last 3-4 months are delayed. Delivery charge has increased hugely, and if we enquire about the late delivery to the customer service, the delay in response is much more than the delivery delay! I have not got a proper resolution for any of the late deliveries, except the word ""sorry"" all time. Just uninstalled the app after multiple tries. Done with it.🙏",1,0,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2023-01-18 12:21:57,,2023-01
Swiggy,2022-07-04 16:12:26,"Delayed delivery , unprofessional and disappointment customer care support regarding the order status. Still waiting for the assingnation for delivery patner and food delivery. This is happening to me for the 3rd time. I don't know y there is no improvement in customer service and delivery. Unfortunately the same happened to one of my friend also. Iam un installing thank you swiggy for serving worst.",1,0,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2022-07-04 16:21:56,,2022-07
Swiggy,2022-05-16 06:59:23,"Has become extremely unprofessional. Cannot manage the work. The restaurant was pretty horrible and so is swiggy in co-ordinating and getting the order on time,leave alone on time,it's getting delayed and what I get is a series of apologies from swiggy and a machine voice apologizing for the delay!!! Kudos swiggy for the pathetic service!! I hooe this is my last order!!! Absolutely frustrating for the customers!",1,4,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2022-05-16 07:02:00,4.8.0,2022-05
Swiggy,2022-05-01 14:59:28,I used to order every time on swiggy.. But since last 2 3 times it changes my location to another one and despite cancelling the order they charges from us as fine.. If I'm putting exact location and it is shown another to the deliveryman then whose responsible. Moreover delivery man refuses to come to exact location.. I mean wow only location is wrong not the address.. And ofcourse swiggy agent sided with the deliveryman.. Just wow and now I have to pay same amount in my next order.. Its enough,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-05-01 15:02:03,,2022-05
Swiggy,2022-05-03 07:07:30,"Nowadays they are not providing proper support. They will promise to call in 6 hours regarding the issue and they will never call back or revert in email. They are sending less quantity then it shows while ordering. I contacted many times already but they always say 6 hours, if i wait for them to revert and contact them back again, they will inform that they won't be able to consider since it has been more then 24 hours. Hating this app. Also the quality of food has became worst",1,1,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-05-03 07:12:01,4.7.0,2022-05
Swiggy,2022-12-11 05:43:18,"Total bad. The guys don't know how to pack the order. What type of products should be packed in what type of packaging, using very low quality of paper bags that can't even carry more than 1 or 2 kg of products. When I highlighted the same, got the response it's fine and up to you. Pathetic, 0 Star from my side. And now developer just hide my rating and comment.",1,11,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2022-12-11 05:52:02,4.22.0,2022-12
Swiggy,2023-01-16 16:49:04,"Horrible experience!! The delivery personnel is not as expected. A few times I saw that the delivery man picks up from restaurent but does not move until I call him!! Tonight, he did not take my call. So, I chatted with Swiggy, they cound not solve the issue either. Finally, Swiggy cancelled my order at around 10 pm!! Dear Swiggy, please cancel my membership, return my remaining money so that I can uninstall the app from my phone for good. At least here, you can help me.",1,13,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution.",2023-01-16 16:51:57,4.23.2,2023-01
Swiggy,2023-05-24 10:29:46,"Swiigy has just become  a money grabbing service  and the customer satisfaction is a joke. The executive is under the impression that giving a reply to the mail is the resolution to the problem but the reply is just a response without understanding the issue. There are much better options available kindly choose them zomato, ONDC.",1,0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2023-05-24 10:31:55,3.71.1,2023-05
Swiggy,2022-05-05 05:14:55,"Pothetic experience. After the last order, i am now uninstalling the app and would never recommend this . They took order at last moment and delivery executive was unable to navigate, they didn't show any support to the executive and neither to me. It was very problematic.my order arrived at 2 am midnight. And it was so unprofessional. Chat support didn't worked. Food came stale and no point to eat it. Neither they refunded my money, nor I could enjoy my order. This was my last day with Swiggy.",1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-05-05 05:21:59,4.6.1,2022-05
Swiggy,2023-03-13 17:58:16,I cannot give less one star. I wish the onwer of the organization must try to order food once through thier own platform.,1,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2023-03-13 18:01:58,4.28.2,2023-03
Swiggy,2022-05-16 13:41:42,Very very disappointed with regards to the instamart services. They take up the order and do not deliver the item even waiting for an whole day. They don't even let you know that they can't deliver. False claims. Pathetic!!! Its better to go to the store and get my items.,1,3,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution.",2022-05-16 13:42:06,4.8.0,2022-05
Swiggy,2023-01-04 09:56:12,I had many bad experiences. Everytime I used to write reviews after food is delivered. So I request you all to eat home food. It is good for health. I pray you all not use Apps. if possible go to restaurant and buy. If you have any problem you can ask the seller directly. Even if you write reviews Swiggy won't take any action. Don't support food delivery App. 🙏,1,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2023-01-04 10:02:02,,2023-01
Swiggy,2023-05-26 07:19:25,Every time I ordered food from swiggy it was taking too much time then it delivered but not me to someone else and when I try to connect with delivery partner they not responds the call. The worst service I have ever seen in my whole life. Wastage of time and money.,1,0,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2023-05-26 07:23:55,,2023-05
Swiggy,2023-01-14 10:26:20,"It was one of the best apps till few years back but the service now sucks. Don't get into their hefty marketing strategy of membership and advertisement. They can provide some average service on normal days but no one gives a damn on festivals/weekends. Customer support is worst, delivery partners are untrained and not able to timely deliver. Even in metro city. Shared my last experience on twitter @divyamkharey on 13th Jan '23. Seriously competition is better in terms of app and giving service.",1,4,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2023-01-14 10:31:58,4.23.2,2023-01
Swiggy,2022-11-27 11:38:57,"One of my worst experience. I was very hungry and I was waiting for my order approximately for more than half an hour and after waiting that long I get to know that my order has been cancelled , I don't know for what reason. Thank god I had done cash on delivery and so that was not a problem. But that was so stupid of me to just order from swiggy because it's a terrible app.",1,19,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2022-11-27 11:42:00,4.21.2,2022-11
Swiggy,2023-05-05 04:17:10,"I want to inform you please charge extra fees for below things, When delivery boy is coming upstairs When he's calling for address When he is ringing the bell When he is opening our gate Charge for each n every thing. Now my concern is why u r charging handling fee n whenever we are ordering everytime it shows order is coming from too far n u r charging extra for that.",2,0,"Hi there, we understand you want more clarity on our delivery charges. Please share your registered details or the order ID by writing to us at swiggysocial@swiggy.in and we would be happy to connect with you post having it checked",2023-05-05 04:21:57,4.31.1,2023-05
Swiggy,2023-05-03 05:56:35,Very good items. Me and my relatives and friends enjoyed the items and food. All the best,5,0,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",2023-05-03 06:02:03,4.31.1,2023-05
Swiggy,2023-05-26 09:03:10,They don't give their customers care number.they delivered nonveg items inspite i ordered veg items .but they only compensate me rs 39.,1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2023-05-26 09:13:31,4.31.1,2023-05
Swiggy,2023-05-06 16:52:53,Will never order from this app again. Their delivery partner stole my puma shoes (I have CCTV footage). Even after 3 days of complaint and repeated mails no response from them and they end chat all of a sudden when u request a call and say according to new policy no calls can be arranged. Worst customer support,1,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2023-05-06 17:02:01,4.31.1,2023-05
