App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion,review_month
Zomato,2023-03-16 16:20:16,ZOMATO is my go to option for my after evening food cravings and best offers!,5,0,,,17.3.4,2023-03
Zomato,2023-03-15 14:02:42,Worst app. Ordered a cake at 4pm its been hours still haven't delivered and one of the worst customer service ever,1,0,"Hi Ashwin, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-03-15 14:08:41,17.3.9,2023-03
Zomato,2023-02-12 07:13:14,Some good restaurants like hotel Sandeep etc are not available in the platform,5,0,,,17.3.1,2023-02
Zomato,2023-02-10 09:03:38,Plz make app simple. Anyone can't understand easily rate and order.,1,0,"Hi Vishal, thank you for reaching out. We are constantly striving to improve our service / product for our customers, and your feedback goes a long way in helping us do so. Thank you once again, do keep sharing your valuable inputs with us.",2023-02-10 15:59:30,17.3.1,2023-02
Zomato,2023-04-11 20:21:31,Wrost delivery app ever....takes much amount but for delivery they will take 60min that too for thick shake....will thick shake remain like that till 1 hour ? Chargers 120 extra including all chargers Waste fellows waste food dilevery...i won't recommend them,1,0,"Hi there, we are working with our restaurant partners to ensure that meals only in proper packaging are served to you. Please write to us at psreviewsupport@zomato.com & we'll look into this asap.",2022-12-21 08:15:49,17.4.2,2023-04
Zomato,2023-03-30 15:03:15,This app is very useful for me bcoz I'm staying in PG so whenever I cook not successfully so order any thing and I really enjoying this app 💃,4,0,,,17.3.9,2023-03
Zomato,2023-02-24 07:35:40,I like the offer's which u provide and affordable rates for everyone.,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-25 21:51:54,17.3.4,2023-02
Zomato,2023-03-06 17:44:27,Simple interface. Fast delivery.,5,1,"Hi Rishikesh , we are glad to know that you are happy with our delivery service. We strive towards creating a delivery universe that is uniquely focused on ensuring a good experience.",2023-03-07 13:46:58,17.3.6,2023-03
Zomato,2023-03-02 14:27:39,Very bad customer service Not enabling cod and it's been one and a half month i have complained more than 10 times,1,2,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-03-03 11:15:00,17.3.6,2023-03
Zomato,2023-02-10 19:39:16,One of the worst app and support. Regret for using Zomato for all these years,1,1,"Hi Dhivakar, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-11 07:32:46,17.3.1,2023-02
Zomato,2023-03-19 08:46:50,"Great service, Amazing restaurant options, good offers.. LOVE IT",4,0,,,17.3.9,2023-03
Zomato,2023-02-26 21:20:19,Easy to navigate and good discount deals.,5,0,,,17.3.6,2023-02
Zomato,2023-03-08 18:00:56,"Not giving proper map directions on display, offers are not satisfied.",1,0,,,17.3.8,2023-03
Zomato,2023-04-01 05:54:12,Easy to order n COD available coz most app don't have COD option in my experience..,4,0,,,17.4.1,2023-04
Zomato,2023-03-05 16:14:19,amazing service and delivery! keep up the amazing work,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-03-07 09:23:51,17.3.6,2023-03
Zomato,2023-03-05 06:23:37,"I think, they are playing with user's health by listing any unhygienic restaurant. In fact when you receive taste or quality issue they just say it is not in our hand so what is your responsibility just earning money? I would request Google play store to take serious action against such a kind of app and black list.",1,0,"Hi Pushpak, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.
",2023-03-05 08:08:59,17.3.6,2023-03
Zomato,2023-04-16 15:32:35,"Good service but now taking delivery charges, they adicut and now more charges we had to pay",4,0,,,17.4.2,2023-04
Zomato,2023-04-10 18:16:50,Hmm. Zomato can deliver till midnight that's the best part. Our last resort for food.,5,0,,,17.4.1,2023-04
Zomato,2023-03-18 01:52:01,Such a worst app gold membership is not available since 1 year so i am using the swiggy one member ship which gives me free delivery,1,0,"Hi Majeed, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-03-18 12:07:21,17.3.9,2023-03
Zomato,2023-03-11 14:46:06,"Too much extra charges and sometimes too late ,but over all good",4,0,"Hi Prajwali, 'taxes & charges' include delivery fee, restaurant's packaging charges and GST. The amount is dependent on factors like delivery distance, restaurant's own charges, applicable discounts. Kindly click on the 'taxes & charges' button to view the details. Hope this helps address your concern.",2023-03-12 11:44:06,17.3.4,2023-03
Zomato,2022-06-24 08:22:00,It's good and easy to use but sometimes it plays with customers mind like in a restaurant Bharat bakery there are many coupons are allowed to use but in other restaurants there are very less coupons are allowed to use and that's why I will give it a 4Star rating but the most best thing of Zomato which I like the most is the delevery time they delivers food on time or sometime before then the time and the delevery partners are also very humble and nice to talk.,4,1,"Hi there, glad to hear that! Thank you for your feedback.",2022-06-24 13:31:54,16.5.5,2022-06
Zomato,2023-03-17 10:55:27,"The worst app., Whenever I order from this app the delivery will be always late 🤬",1,1,,,17.3.4,2023-03
Zomato,2023-03-11 08:14:34,Easy and smooth delivery only delivery charges are high,5,0,"Hi Neha, 'taxes & charges' include delivery fee, restaurant's packaging charges and GST. The amount is dependent on factors like delivery distance, restaurant's own charges, applicable discounts. Kindly click on the 'taxes & charges' button to view the details. Hope this helps address your concern.",2023-03-12 11:20:14,17.3.8,2023-03
Zomato,2023-04-06 14:36:12,I order frequently and it's good except for a couple of occasions.,5,0,,,17.4.1,2023-04
Zomato,2023-04-14 10:08:26,I have been a regular customer of zomato until today. Got pathetic experience where atale and worst quality food was served by the restaurant. Order value is 737 and zomato is giving refund only for 190. Nobody is available for call or even chat. Utterly disappointed with the customer support. What one ahould do to get connected with you guys. Pathetic experience.,1,0,,,17.4.2,2023-04
Zomato,2023-02-19 21:15:16,Worst Service Ever. I Placed an order at 12.50am from Pizza Hut which was supposed to be delivered by 1.40am and at around 2.30am after asking repeatedly i was told that restaurant is not responding and we need to cancel the order ! AFTER ALMOST 2HRS OF WAITING THIS RESPONSE IS COMPLETELY UNACCEPTABLE. Also I'm a Zomato Gold Member if that even means anything.,1,0,"Hi Sagar, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.
",2023-02-20 03:02:36,17.3.2,2023-02
Zomato,2023-04-24 17:41:58,Wainting for zomato gold. Using swiggy one for better offers.,1,0,,,17.4.4,2023-04
Zomato,2023-04-07 17:09:28,"No offers at all, for 4km also extra charges are there, it's a loot actually",2,0,,,17.4.1,2023-04
Zomato,2023-03-12 07:45:39,"Extra high delivery charges, increasing the price so much in the name of extra fees that common people can't take anything",1,0,"Hi Sneha, 'taxes & charges' include delivery fee, restaurant's packaging charges and GST. The amount is dependent on factors like delivery distance, restaurant's own charges, applicable discounts. Kindly click on the 'taxes & charges' button to view the details. Hope this helps address your concern.",2023-03-12 12:06:20,17.3.8,2023-03
Zomato,2023-03-01 18:09:22,"User friendly and experience is good, payment method is nice.",5,0,"Hi Parshva, we are glad to know that you are happy with our delivery service. We strive towards creating a delivery universe that is uniquely focused on ensuring a good experience.",2023-03-04 11:44:30,17.3.6,2023-03
Zomato,2023-04-06 15:13:29,After 45 minutes i get to know that my order cannot be delivered as there is no such food partner and even the delivery partner is assigned after most of the waiting time. Also this is nearly 4-5th time i am facing this. Whata disappointing experience i keep having,2,0,,,17.4.1,2023-04
Zomato,2023-03-31 03:04:12,Offers are too good. Details starting from restaurant to the duration of arrival are all present. Happy user.,5,0,,,17.4.1,2023-03
Zomato,2023-02-10 07:04:35,The prices are high compared to the hotel menu price,4,0,"Hi there, kindly share the restaurant details with us over a psreviewsupport@zomato.com and we will share this with the concerned team.",2023-02-12 12:58:25,17.3.1,2023-02
Zomato,2023-04-05 17:38:07,Delivery is fast.Good packaging ! But prices are doubled,2,0,"Hi Chandan, glad to hear that! Thank you for your feedback.",2022-07-06 12:38:14,17.4.1,2023-04
Zomato,2023-03-04 10:42:11,Nice experience and good delivery executive. Hassale free delivery unlike swiggy,5,0,"Hi Renu, glad to hear that! Thank you for your feedback.",2023-03-06 08:45:55,17.3.6,2023-03
Zomato,2023-03-26 23:23:18,"Zomato just another fraud , they don't take responsibility anywhere if you spend a 1000 bucks and restaurant sent you wrong dishes they won't help, restaurant won't help its just money lost.",1,0,,,17.4.0,2023-03
Zomato,2023-03-20 02:05:09,Not received the order and showing in tha app that it's delivered.,1,0,"Hi Deepesh, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-03-22 13:06:11,17.3.9,2023-03
Zomato,2023-02-11 04:05:08,My experience is soo good for Zomato and its very fast delivered to all items soo thanks for Zomato,5,0,"Hi yash, That's great! Glad to know you enjoyed using Zomato.",2023-02-11 06:27:59,17.3.1,2023-02
Zomato,2023-03-12 10:37:23,The app is good and convenient but the restaurants aren't convenient with the app,4,0,,,17.3.9,2023-03
Zomato,2023-03-28 17:11:40,"Ordered 4 different items from a bakery . only received one ,when reached out to there customer support they were unwilling to help . as they themselves couldn't connect to the restraunt or the delivery guy. Poor performance.",3,1,"Abhi, apologies for the inconvenience caused. Kindly share your order ID (the 10-digit number) with us so that we can look into what went wrong and do the needful. Thanks.",2018-12-27 04:37:02,17.4.0,2023-03
Zomato,2023-04-16 16:28:27,"This app dont have a call back mode, Zomato support not working properly not listening eny problem",1,0,,,17.4.2,2023-04
Zomato,2023-03-13 16:59:58,Waiting for 1 hour. Order got cancel after get packed from Zomato. Got response following response from sneha. We had to cancel your order due to a temporary issue. We're sorry for the inconvenience.,1,0,,,17.3.8,2023-03
Zomato,2023-03-04 03:52:06,Excellent and always on time delivery.Hassle free ordering always.,5,0,"Hi kalpana , we are glad to know that you are happy with our delivery service. We strive towards creating a delivery universe that is uniquely focused on ensuring a good experience.",2023-03-05 15:13:50,17.3.6,2023-03
Zomato,2023-04-09 10:35:00,In these days zomato charging delivery charges more than the price of product which we order and bad they don't giving cancellation option 😔,1,0,,,17.4.2,2023-04
Zomato,2023-03-02 06:26:51,The worst app and worst executives I have ever seen please don't use this app use swiggy app swiggy is good.,1,0,,,17.3.6,2023-03
Zomato,2023-03-09 04:00:05,Love the app and delivers the food on time and is very economical ♥️♥️,5,0,"Hi Mujassim, glad to hear that! Thank you for your feedback.",2023-03-23 00:42:00,17.3.8,2023-03
Zomato,2023-04-05 09:16:39,"Simple and user friendly. Offers should be more explicit. under Gold membership, time limit fixed for food delivery should not reflect on food quality and safety of delivery partner should not be at stake.",5,0,"Hi Rajesh, glad to hear that! Thank you for your feedback.",2023-03-23 23:44:39,17.4.1,2023-04
Zomato,2023-03-06 06:16:32,It's an awesome app and the Zomato gold facility is really good .,5,0,"Hi Div, glad to hear that! Thank you for your feedback.",2023-03-06 08:16:19,17.3.8,2023-03
Zomato,2023-04-15 08:09:41,It was super easy to deliverand delivery was on time.,5,0,,,17.4.2,2023-04
Zomato,2023-03-03 07:04:05,Excellent service and east to operate. Best discount,5,0,"Hi Mahesh, glad to hear that! Thank you for your feedback.",2023-03-03 10:54:40,17.3.6,2023-03
Zomato,2023-02-22 15:20:50,Very good app for quick delivery and excellent service,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-25 22:35:32,17.3.2,2023-02
Zomato,2023-02-17 14:18:16,Very good app for food delivery. Very easy to use,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-17 14:50:53,17.3.2,2023-02
Zomato,2023-02-26 13:27:37,Good offers and fast delivery.....And Gold is worth it if you are an avid foodlover........,5,0,"Hi Jerin, glad to hear that! Thank you for your feedback.",2023-02-26 23:33:02,17.3.6,2023-02
Zomato,2023-03-19 14:29:26,Experience is good but now the extra charges are very high make it affordable,4,0,"Hi Ankit, glad to hear that! Thank you for your feedback.",2023-03-22 15:42:03,17.3.9,2023-03
Zomato,2023-03-10 09:48:50,Zomato makes me wait too much........I haven't got my money back after cancelation of order it's really ridiculous,4,0,"Hi Heena, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-03-12 09:38:04,17.3.8,2023-03
Zomato,2023-02-27 16:23:17,Taking too much great service with good discounts with Gold Membership.,5,0,"Hi Vimal, glad to hear that! Thank you for your feedback.",2023-02-27 22:40:34,17.3.6,2023-02
Zomato,2023-03-19 16:36:30,It's totally scam ...i ordered food at 9.40 it was showing delivery in 37 mins at 10.06 it's showing delivery in 27 mins and support chat is not responding 🤬,1,0,"Hi Lajesh, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-03-22 13:08:38,17.3.9,2023-03
Zomato,2023-03-19 08:40:47,Always in love. Offer available every time I place order. Loving it..,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-03-25 12:39:17,17.3.9,2023-03
Zomato,2023-03-19 16:21:32,U get more coupons in Zomato than any other app which I absolutely love.faster delivery too,5,0,"Hi Rhea, glad to hear that! Thank you for your feedback.",2023-03-21 22:55:40,17.3.9,2023-03
Zomato,2023-04-02 17:02:52,"Took zomato gold, still on time is not guaranteed, don't fall for this scheme",1,0,,,17.4.1,2023-04
Zomato,2023-03-14 14:20:22,"It has become worst after recent updates, customer support don't responds.",1,0,,,17.3.9,2023-03
Zomato,2023-02-13 12:00:22,Awesome App!! The coupons are always available 😁,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-16 07:20:22,17.3.1,2023-02
Zomato,2023-04-25 14:05:26,"One of the best food order/delivery app, with great offers",5,0,,,17.4.4,2023-04
Zomato,2023-04-05 05:05:33,delivery charge is too much Otherwise it's super fast delivery,4,0,,,17.4.1,2023-04
Zomato,2023-03-16 16:36:00,Some times delivary charges much higher but overall good experience thank zomato ...,4,0,,,17.3.9,2023-03
Zomato,2023-02-13 17:37:15,Worst experience ordering from Zomato instead should have ordered from swiggy. I wish I could give a zero star,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-14 07:52:01,17.3.2,2023-02
Zomato,2023-03-30 13:14:25,Good app and good variety. Though foreign menu like Korean be adeed,5,0,,,17.4.1,2023-03
Zomato,2023-02-25 07:35:29,In all its my go to app for ordering food. The discounts are an attraction,4,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-25 13:37:43,17.3.6,2023-02
Zomato,2023-02-06 11:26:41,Worst expireince... donot provide cash on delivery system.. i hate this app for this reason only,1,0,"Hi Shastri, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-06 16:48:09,17.3.1,2023-02
Zomato,2023-03-19 14:57:27,Fraud app. Pleaced order automatically when any item added.,1,0,,,17.3.9,2023-03
Zomato,2023-03-22 16:54:21,Worst service... My order has been cancelled by delivery boys 3 times with silly reasons..I don't even get refund.,5,0,"Hi Karthik, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-03-22 17:48:25,17.3.9,2023-03
Zomato,2023-04-14 15:55:43,Superb service and discounts on Gold. Really appreciate!!!,5,0,,,17.4.2,2023-04
Zomato,2023-03-15 14:30:16,"Wonderful experience and and always prompt response and services, recommended to use Zomato always",5,0,,,17.3.9,2023-03
Zomato,2023-04-09 02:09:06,"Good experience, but sometimes delivery charges are too high",4,0,,,17.4.1,2023-04
Zomato,2023-02-24 11:44:01,The app is great and offers a variety of options to eat,4,0,"Hi Ishna, Glad to hear that! Thank you for your feedback.",2023-02-26 11:48:26,17.3.4,2023-02
Zomato,2023-02-09 18:36:12,Nice interface. Nice offers from time to time.,5,0,"Hi Ayush , Glad to hear that! Thank you for your feedback.",2023-02-12 11:14:00,17.3.1,2023-02
Zomato,2023-02-06 08:15:44,All delivery Gentelmen are well mannered & pleasant. Timely delivery.,5,0,"Hi Daya, glad to hear that! Thank you for your feedback.",2023-02-06 15:41:35,17.3.1,2023-02
Zomato,2023-02-23 17:54:49,"I have ordered pizza on Zomato and then order goes to Domino's. and Domino's cancel my order stating that their delivery boy has to order these orders, Zomato just give use orders. Domino's don't deliver here so my order ultimately got cancelled. If you don't deliver then don't give orders to other to deliver. It's such a humiliation to me.",1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-25 08:22:11,17.3.4,2023-02
Zomato,2023-03-27 14:19:50,"As compare to resturant price Zomato price is always high, but delivery service is good.",2,0,,,17.3.9,2023-03
Zomato,2023-03-03 01:06:21,Very Bad Service Dont use this app this app only Middiator restaurant and you not support any type of zomato team my review is -10 my friends uninstall this app,1,1,"Hi Sachin, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-03-03 06:21:29,17.3.2,2023-03
Zomato,2023-02-15 14:44:37,"Their delivery partners are most intelligent. They will delay your delivery purposefully so that you decline the order (since the food is no more hot). At the end of the day, customers pay for these losses through inflated prices by Zomato.",1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-16 11:34:58,17.3.2,2023-02
Zomato,2023-04-18 07:18:08,Hello Zomato app is very good but there is no cash on delivery available plz work on that,4,0,,,17.4.2,2023-04
Zomato,2023-03-05 11:31:53,Cannot contact customer service. Just I can see is bot chat. No service from Zomato and restaurants can't be reached!!,3,0,"Hi Amit, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-03-05 17:09:55,17.3.6,2023-03
Zomato,2023-03-04 10:25:10,I order a ice screm but when I goes to cancel my order then they said that no money refund if u cancel this order .what is this matter Zomato .if u are doing this thing then I am going to delete this app and never order anything from this app .😡😡😡,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-03-04 11:54:43,17.3.6,2023-03
Zomato,2023-03-13 20:12:21,"This is just an app, please don't trust it. You will never get any customer support from their side. And let me tell you guys as per my experience they are really frauds and cheaters. I was promised to get a call back and made me purchase the food that I want to return and they never called me back yet. When I asked for senior manager they don't have any manager available. I have never seen any pathetic service team like this. They are frauds. Shameless team. Very bitter experience.",1,0,,,17.3.9,2023-03
Zomato,2023-04-16 12:59:11,Great app! Everytime offers a lot of discount.,5,0,,,17.4.2,2023-04
Zomato,2023-02-12 16:34:46,"Sometimes the quality of the food is not same when ordered online, as compared to the takeaway from restaurants. Quality should be kept as granted",4,0,"Hi Aamir, we are glad to know that you are happy with our delivery service. We strive towards creating a delivery universe that is uniquely focused on ensuring a good experience.",2023-02-13 15:55:45,17.3.1,2023-02
Zomato,2023-04-16 12:58:12,All well except escalated delivery charges for less frequent visitors,5,0,,,17.4.2,2023-04
Zomato,2023-03-10 12:42:54,Best experience the delivery system is quick and easy,5,0,,,17.3.8,2023-03
Zomato,2023-02-22 07:48:01,"One star less because of changes to Zomato gold rules, in between the membership.",4,0,"Hi Krishna, thank you for reaching out. We are constantly striving to improve our service / product for our customers, and your feedback goes a long way in helping us do so. Thank you once again, do keep sharing your valuable inputs with us.",2023-02-27 08:12:25,17.3.4,2023-02
Zomato,2023-03-23 18:22:41,Zomata is best because it is using easy and it's coupon very beneficial and that Aap always help me when I am hungry mostly at night,4,0,,,17.4.0,2023-03
Zomato,2023-02-12 07:43:03,Great app..easy to give order and tracking is very good..love it..enjoy it,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-12-14 13:14:26,17.3.1,2023-02
Zomato,2023-04-18 16:43:13,"Zomatoe food delivery is the best,than other delivery apps.",5,0,,,17.4.4,2023-04
Zomato,2023-02-13 13:31:38,Food are not shown in page when i try to order somethin the page show not delever yet or shown not found please fig it i love zomato,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-14 09:46:55,17.3.2,2023-02
Zomato,2023-03-14 06:18:33,"Q Worst app Everything is overpriced on this app , better go and take from the restaurant itself, it will save you around 100-150 rupees everytime. NEVER ORDER FROM THIS APP !!",1,0,,,17.3.8,2023-03
Zomato,2023-02-12 16:08:18,Zomato is always good. Found lot of offers now a days. Thank you.,5,0,"Hi Santosh, glad to hear that! Thank you for your feedback.",2023-02-15 15:17:52,17.3.1,2023-02
Zomato,2023-03-14 09:31:58,They are not returning amount if we cancel so make correction in that anyway my favourite online app is this,4,0,,,17.3.8,2023-03
Zomato,2023-03-17 16:46:59,Worst experience. Ordered food for dinner and received nothing for 1 and a half hours and the executive had to cancel the order. Bad customer support,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-03-22 18:16:46,17.3.9,2023-03
Zomato,2023-02-26 14:50:07,Here there is no cancelation process. It is very difficult to cancel 🤯😠😠😡,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-27 11:05:33,17.3.4,2023-02
Zomato,2023-03-22 13:06:29,Best to order food and great discounts are available,5,0,,,17.3.9,2023-03
Zomato,2023-02-26 17:26:13,"The customer support is poor. The customer service agents do not resolve the issues but just keep apologizing. And the worst part is that they reply to mails after 5-6 days and even that is not satisfactory . EDIT (26/02/2023) : Service still sucks and the customer support team is unapologetic. Can be compared to a trash, pathetic and useless.",1,0,"Hi Kartik, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-02-27 03:56:34,17.3.6,2023-02
Zomato,2023-03-03 13:33:01,NYC Experience.. ease to use.. post delivery change are also nice thing.,5,0,"Hi sourabh , Glad to hear that! Thank you for your feedback.",2023-03-05 13:08:07,17.3.4,2023-03
Zomato,2023-03-11 09:27:42,"Very bad and irresponsible app for food delivery, never in time and delivery boys only themselves cancel the order",1,0,,,17.3.8,2023-03
Zomato,2023-03-23 06:31:13,It is a great. App for us and woth more offers and delivery,4,0,,,17.4.0,2023-03
Zomato,2023-04-04 15:07:58,I enjoy the app the food is really good thank you Zomato my tummy is always happy !!,5,0,,,17.4.1,2023-04
Zomato,2023-03-24 14:32:54,Easy & clear app to make foods and delivery within appropriate time.,5,0,,,17.4.0,2023-03
Zomato,2023-02-27 19:10:07,The app is amazing. It's easy to use and you're able to find everything you need,4,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-28 01:41:41,17.3.6,2023-02
Zomato,2023-04-06 10:12:16,Very bad experience no any person is answerable for quality of food and delay in time,1,0,,,17.4.1,2023-04
Zomato,2023-03-12 14:42:11,Great service and food was on time also delivered hot each time👍,5,0,"Hi Aryan, glad to hear that! Thank you for your feedback.",2023-03-21 23:02:20,17.3.8,2023-03
Zomato,2023-04-20 04:13:58,Why is stopping the zomato app for me while choosing zomato awards I can't openening to see the best restuarant,2,0,,,17.4.4,2023-04
Zomato,2023-04-04 17:21:30,Too good! But some more discount offers need to be added.,4,0,,,17.3.2,2023-04
Zomato,2023-03-25 08:17:46,"I had a bad experience with delivery, I waited for one hour for my food and after one hour they said my order got cancelled. There is some bug in the app why order got accepted by two delivery guys?",1,0,,,17.4.0,2023-03
Zomato,2023-02-17 15:25:29,Third class...takes delivery charge within 2 km even when it is showing free delivery,1,0,"Hi Nippon, delivery charges depend on several variables such as distance between drop location & the restaurant, availability of riders, weather conditions, time of the day, locality among others. This helps us fairly compensate our delivery partners for their time and effort that goes in making a delivery successful.",2023-02-17 18:07:47,17.3.1,2023-02
Zomato,2023-03-19 16:10:37,Previous order take too much of time i asked to cancel but they charges full amount,1,0,,,17.3.9,2023-03
Zomato,2023-04-27 08:14:56,Extremely delightful experience wid Zomato. Mostly recommended to food lovers.,5,0,,,17.4.4,2023-04
Zomato,2023-03-17 14:22:59,Great to have wide variety to foods to choose from.,5,0,"Hi Anjali, glad to hear that! Thank you for your feedback.",2023-03-22 21:47:07,17.3.9,2023-03
Zomato,2023-03-03 07:07:49,"It's good .. received food on time, delivered by well-trained people. I'm happy.",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-03-03 11:21:33,17.3.6,2023-03
Zomato,2023-03-05 11:50:31,Very bad experience lately. Had stopped using zomato.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-03-06 16:11:09,17.3.6,2023-03
Zomato,2023-03-09 07:57:32,Quick work just sit tap and food on the door . Enjoy 😋,5,0,"Hi Sandeep, glad to hear that! Thank you for your feedback.",2023-03-23 00:50:14,17.3.8,2023-03
Zomato,2023-03-18 06:40:32,"Packaging charges way too high, restaurant charges minimal but zomato charges 6 times the same",1,0,"Hi Saniya, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-03-18 11:48:59,17.3.6,2023-03
Zomato,2023-03-07 08:32:33,Chor ha Zomato beach ma passa khta ha or khna ma bhi bakar khna There chat assistant are only to save them not to assist the costume No one is responding no call option!!!! To my h disappointed with Zomato,1,1,"Hi ritik, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-03-07 16:16:22,17.3.6,2023-03
Zomato,2023-04-23 17:03:47,"It was a nice experience with Zomato, i always get good discounted price",5,0,,,17.4.4,2023-04
Zomato,2023-03-09 05:57:15,Nice experience with Zomato and delivery is too fast.,5,0,,,17.3.8,2023-03
Zomato,2023-04-15 17:28:40,Order was placed 1 & ½ hour before .. still not reached . Every time the order gets late from here . The company gave the rider another responsibility to go to another place and take the order . Worst company I have ever seen..,1,0,,,17.4.2,2023-04
Zomato,2023-04-23 08:01:07,Keep up the Good work. Please send us offers if any by notification. Thanks,5,0,,,17.4.4,2023-04
Zomato,2023-03-03 17:15:08,It's very good..but it's too costly.. delivered charges is too.. otherwise it's a good..,4,0,"Hi Manjuwara  , delivery charges depend on several variables such as distance between drop location & the restaurant, availability of riders, weather conditions, time of the day, locality among others. This helps us fairly compensate our delivery partners for their time and effort that goes in making a delivery successful.",2023-03-05 14:28:02,17.3.2,2023-03
Zomato,2023-03-29 14:40:51,App not working smoothly took too much time to place order.,4,0,,,17.4.0,2023-03
Zomato,2023-03-02 10:36:24,Amazing app for ordering food. Totally like it 👍 very much.👍💯,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-03-04 14:07:59,17.3.6,2023-03
Zomato,2023-04-12 15:38:07,Amazing App for food delivery with numerous discounts on orders.,4,0,,,17.4.2,2023-04
Zomato,2023-04-02 14:37:27,"Pathetic, too expensive, always charging over and above aggressively Never use it again",1,0,,,17.4.1,2023-04
Zomato,2023-02-11 16:21:56,"Good app, amazing discounts and customer support!",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-12 06:25:34,17.3.1,2023-02
Zomato,2023-02-23 17:22:44,I have always had the best experience with zomato compared to its competitors. Which is why i chose to stick with you. But what I experienced today was unforgivable. Train your employees on how to talk to customers and dont believe what your delivery guy say. You don't support food waste but its okay when you charge the customer is it? My self respect matters and this is the last time I will be ordering from you.,1,0,"Hi Viji, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-06-03 08:15:27,17.3.4,2023-02
Zomato,2023-04-15 16:19:40,"Zomato deliver wrong order, and gave me a coupon which is not working, please do not order any type of food from this app",1,0,,,17.4.2,2023-04
Zomato,2023-04-16 17:07:45,Pretty costly. Food items are costlier than what its sold in corrrsponding restaurant. Food delivery charges are added further.,3,0,,,17.4.2,2023-04
Zomato,2023-02-09 16:00:23,Convenient and useful. Though a bit expensive,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-12 10:13:48,17.3.1,2023-02
Zomato,2023-02-27 09:52:52,Easy to use app.very convenient and service very good.,5,0,"Hi Nisha, glad to hear that! Thank you for your feedback.",2023-02-27 11:57:05,17.3.6,2023-02
Zomato,2023-03-20 07:18:25,Great experience and also extra features for gold membership.,5,0,"Hi Ashish, glad to hear that! Thank you for your feedback.",2023-03-22 13:23:14,17.3.8,2023-03
Zomato,2023-03-26 17:13:54,Good food any time at reasonable and affordable price with prompt delivery response,5,0,,,17.4.0,2023-03
