App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion,review_month,rating_band,half_year,ai_category,ai_reason
Zomato,2022-04-25 12:14:37,Nice for though person how have not own vehicle or far from urban areas And zomato was attempted action fast 😃 but coupons in will be applicable for selected restaurant,4,0,,,16.4.8,2022-04,4star,2022-H1,"Pricing, Charges & Refunds",coupons limited to select restaurants
Zomato,2022-12-13 06:25:50,Good service only some time delayed but anyway it's good,4,0,"Hi Vanita , glad to hear that! Thank you for your feedback.",2022-12-13 06:34:18,17.1.7,2022-12,4star,2022-H2,Delivery Time/Delay,occasional delay noted
Zomato,2022-10-20 12:21:31,Best features in Zomato is Zomato pro plus service.,4,0,,,17.0.7,2022-10,4star,2022-H2,Positive Feedback/Praise,praises Zomato Pro Plus feature
Zomato,2022-08-30 03:14:23,idont like the taste of the food even if I forgot to keep the order again if I want to add extra delivery it is not accepting this is very so bad the price of the food was also so horrible,4,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-08-30 13:55:25,16.7.0,2022-08,4star,2022-H2,Restaurant/Food Quality,disliked taste of food
Zomato,2023-03-14 09:31:58,They are not returning amount if we cancel so make correction in that anyway my favourite online app is this,4,0,,,17.3.8,2023-03,4star,2023-H1,"Pricing, Charges & Refunds",no refund on cancellation
Zomato,2023-06-02 16:38:26,"It's good according to price but don't trust the ratings, because I ordered worst rating and good good experience and vice versa.",4,0,,,17.5.1,2023-06,4star,2023-H1,UX/Navigation/Usability,doesn't trust displayed ratings
Zomato,2023-04-16 03:35:48,The rateing changes just because the delivery charges are higher that expected.... Sometimes your delivery charges bare higher than your order....,4,1,"Hi there, delivery charges depend on several variables such as distance between drop location & the restaurant, availability of riders, weather conditions, time of the day, locality among others. This helps us fairly compensate our delivery partners for their time and effort that goes in making a delivery successful.",2022-07-27 12:15:57,17.4.2,2023-04,4star,2023-H1,"Pricing, Charges & Refunds",delivery charges higher than expected
Zomato,2023-03-07 11:15:36,Good but more information about foods should be given,4,0,"Hi pratham, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-03-07 17:22:54,,2023-03,4star,2023-H1,UX/Navigation/Usability,wants more food information shown
Zomato,2023-05-30 20:04:09,Good experience 🤍/ got the food on time . Thank you Zomato,4,0,,,17.4.4,2023-05,4star,2023-H1,Positive Feedback/Praise,"on-time delivery, thanks"
Zomato,2023-05-10 17:39:31,"amazing, if I required online meals I refer goes to zomato is the best....",4,0,,,17.4.8,2023-05,4star,2023-H1,Positive Feedback/Praise,"amazing, considers it the best"
Zomato,2023-06-01 08:35:27,"Good service, more food option available",4,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-06-13 06:29:00,17.5.1,2023-06,4star,2023-H1,Positive Feedback/Praise,"good service, more options"
Zomato,2023-03-08 14:30:17,Good App for Online Food,4,0,,,17.3.6,2023-03,4star,2023-H1,Positive Feedback/Praise,good app for online food
Zomato,2023-06-08 23:48:16,Amazing app plus helpfull for night foodiess. 🤣,4,0,,,17.5.2,2023-06,4star,2023-H1,Positive Feedback/Praise,"amazing, helpful for night orders"
Zomato,2023-07-02 10:45:55,This app is best app to use to ordered food anytime.,4,0,,,17.5.6,2023-07,4star,2023-H2,Positive Feedback/Praise,best app to order anytime
Zomato,2023-07-14 16:18:52,Nothimg But a delivery app,4,0,,,17.5.4,2023-07,4star,2023-H2,Other/Not Categorizable,neutral/ambiguous one-liner
Zomato,2022-05-23 15:08:18,Super fast delivery,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-05-25 13:57:53,16.5.0,2022-05,5star,2022-H1,Positive Feedback/Praise,super fast delivery
Zomato,2022-05-28 14:58:58,Fast and fresh food,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-05-28 18:26:25,16.5.0,2022-05,5star,2022-H1,Positive Feedback/Praise,fast and fresh food
Zomato,2022-03-26 13:51:38,IT'S a really good app for online food ordering... I am using it for almost 4 years now ... And I really satisfied with their customer support,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-03-28 09:19:26,16.3.9,2022-03,5star,2022-H1,Positive Feedback/Praise,"4 years satisfied, good support"
Zomato,2022-05-02 17:26:47,"Never been disappointed. Awesome always. Affordable price, quick delivery,Smart delivery guys,never been called ""ap Ka location kaha hai"" I am happy to order from Zomato.😋😇☺️",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-05-07 12:05:20,16.4.9,2022-05,5star,2022-H1,Positive Feedback/Praise,"affordable, quick, reliable delivery"
Zomato,2022-06-21 14:08:36,Excellent service keep the same,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-07-01 09:08:59,16.5.5,2022-06,5star,2022-H1,Positive Feedback/Praise,excellent service
Zomato,2022-05-05 21:55:27,Very good experience but sometimes food is not so good in taste,5,0,"Hi Abdul, thank you for reaching out. We are constantly striving to improve our service / product for our customers, and your feedback goes a long way in helping us do so. Thank you once again, do keep sharing your valuable inputs with us.",2022-05-06 08:33:54,16.4.9,2022-05,5star,2022-H1,Restaurant/Food Quality,food taste inconsistent
Zomato,2022-04-23 08:37:42,Zomata has great customer service staff. They are very helpful excellent. Thankyou for providing us such facilities.,5,0,"Hi Jaya, glad to hear that! Thank you for your feedback.",2022-04-24 10:24:16,16.4.8,2022-04,5star,2022-H1,Positive Feedback/Praise,helpful customer service staff
Zomato,2022-03-08 14:22:53,Best service providers all time. Special appreciation to zomato team who give their 100%. I love this app,5,0,"Hi Prem, that's great! Glad to know you enjoyed using Zomato.
",2022-03-08 15:09:22,16.3.7,2022-03,5star,2022-H1,Positive Feedback/Praise,best service provider praise
Zomato,2022-03-02 09:55:28,"Zomato work,s very hard on work. I,m very happy for this kindly zomato.",5,0,,,16.3.6,2022-03,5star,2022-H1,Positive Feedback/Praise,general praise for effort
Zomato,2022-07-31 06:56:09,I have been using this app for more than 7yrs. Amazing customer care and polite delivery partners. I Wish Zomato good luck and hope they will continue to deliver their flawless services all the time,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-08-02 08:50:19,16.6.2,2022-07,5star,2022-H2,Positive Feedback/Praise,"7 years, amazing care, polite partners"
Zomato,2022-08-29 14:23:04,"Everything this very good, except taxes and charges...",5,0,"Hi there, thank you for your feedback, we understand your concern. 'Taxes & Charges' however are dependent on factors like restaurant's own charges, applicable discounts and thereby vary with every order",2022-08-30 08:42:07,16.7.0,2022-08,5star,2022-H2,"Pricing, Charges & Refunds",taxes and charges are the issue
Zomato,2022-10-04 20:26:10,Fantastic and good delivery,5,0,"Hi Karthick, glad to hear that! Thank you for your feedback.",2022-10-05 07:26:50,17.0.4,2022-10,5star,2022-H2,Positive Feedback/Praise,"fantastic, good delivery"
Zomato,2022-07-12 15:34:39,Very fast and reliable service.,5,0,"Hi Amit, glad to hear that! Thank you for your feedback.",2022-07-13 02:01:04,,2022-07,5star,2022-H2,Positive Feedback/Praise,fast and reliable
Zomato,2022-09-06 11:46:10,My first experience with Zomato is soo good... faster delivery,5,0,"Hi there, glad to hear that! Thankyou for your feedback.",2022-09-06 14:20:41,16.7.0,2022-09,5star,2022-H2,Positive Feedback/Praise,"good first experience, fast delivery"
Zomato,2022-12-31 15:43:44,It's awesome app. I am live in village in this app there is very fast delivery 😀,5,0,"Hi Vishwanath, glad to hear that! Thank you for your feedback.",2022-12-31 16:07:20,17.1.7,2022-12,5star,2022-H2,Positive Feedback/Praise,fast delivery even in village
Zomato,2022-09-04 15:00:46,"Good service, but your charging 50rs extra per plate ,",5,0,"Hi there, glad to hear that! Thankyou for your feedback.",2022-09-04 15:35:31,16.7.0,2022-09,5star,2022-H2,"Pricing, Charges & Refunds",extra Rs 50 charge per plate
Zomato,2022-09-25 18:52:48,"I was in hospital, late night i feel very hungry.. There was nothing to eat for me aal the shops was closed... But i orderd food from zomato and they provided me food at the time I might be thankful to zomato...",5,0,"Hi there, glad to hear that! Thankyou for your feedback.",2022-09-28 04:57:59,17.0.3,2022-09,5star,2022-H2,Positive Feedback/Praise,helped in urgent late-night need
Zomato,2022-10-25 14:45:48,"Good, order in time. Got very nice offers from Zomato compared to swigfy. Would be good such offers are given.",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-10-27 12:25:15,17.0.7,2022-10,5star,2022-H2,Positive Feedback/Praise,good offers compared to competitor
Zomato,2023-06-25 07:34:40,Very nice experience,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-06-25 07:36:41,17.5.4,2023-06,5star,2023-H1,Positive Feedback/Praise,very nice experience
Zomato,2023-05-03 16:16:40,Better than any other food delivery app✨ gives the best offers possible,5,0,,,17.4.6,2023-05,5star,2023-H1,Positive Feedback/Praise,best offers vs other apps
Zomato,2023-02-09 14:00:02,"I think its best to choose your favorite food ,fastest and smooth delivery",5,0,"Hi Renu, we are glad to know that you are happy with our delivery service. We strive towards creating a delivery universe that is uniquely focused on ensuring a good experience.",2023-02-10 10:00:51,17.2.9,2023-02,5star,2023-H1,Positive Feedback/Praise,"fastest, smooth delivery"
Zomato,2023-04-28 07:16:23,Superb app this app delivery best food,5,0,,,17.4.4,2023-04,5star,2023-H1,Positive Feedback/Praise,superb food delivery
Zomato,2023-06-06 19:21:49,"Great app experience, thankyou for bringing back gold",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-06-13 07:22:38,17.5.1,2023-06,5star,2023-H1,Positive Feedback/Praise,praises return of gold membership
Zomato,2023-06-06 13:07:29,Good food quality and best delivery services for all food lovers .keep it up .Thanks .,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-06-13 07:18:42,17.4.4,2023-06,5star,2023-H1,Positive Feedback/Praise,good food quality and delivery
Zomato,2023-04-04 14:58:43,Nice service. It would be nice if the item is described more.,5,0,"Hi there, thank you for bringing this matter to our notice. Your feedback is duly noted, and we'll certainly work to improve our services based on the same. We hope you have a better experience with us in the future.",2022-12-21 09:03:15,17.4.1,2023-04,5star,2023-H1,UX/Navigation/Usability,wants clearer item descriptions
Zomato,2023-06-18 06:48:37,It's good service,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-06-18 06:50:46,17.5.3,2023-06,5star,2023-H1,Positive Feedback/Praise,good service
Zomato,2023-05-13 07:06:16,Always there is offer. Most of the time they give delivery benefits to customer,5,0,,,17.4.8,2023-05,5star,2023-H1,Positive Feedback/Praise,frequent offers and benefits
Zomato,2023-05-27 06:15:44,Love it! 😋😋 much better than swiggy,5,0,,,17.5.0,2023-05,5star,2023-H1,Positive Feedback/Praise,prefers over competitor
Zomato,2023-03-01 15:59:55,Fast delivery option,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-03-04 10:52:16,17.3.4,2023-03,5star,2023-H1,Positive Feedback/Praise,fast delivery
Zomato,2023-06-10 08:26:55,Best food delivery app,5,0,,,17.5.2,2023-06,5star,2023-H1,Positive Feedback/Praise,best food delivery app
Zomato,2023-03-01 15:26:56,The best app for food delivery nice app,5,0,"Hi patliya, we are glad to know that you are happy with our delivery service. We strive towards creating a delivery universe that is uniquely focused on ensuring a good experience.",2023-03-04 10:48:18,,2023-03,5star,2023-H1,Positive Feedback/Praise,best app for food delivery
Zomato,2023-05-07 08:03:38,Everything is Perfect 💯,5,0,,,17.4.6,2023-05,5star,2023-H1,Positive Feedback/Praise,everything perfect
Zomato,2023-02-22 07:36:46,Best for food delivery and very convenient to use,5,0,,,17.3.2,2023-02,5star,2023-H1,Positive Feedback/Praise,best and convenient
Zomato,2023-01-27 14:48:20,Its a wonderful and hygienic food we have every time ontime deliverd to me always delivery boys was also....treat me a kind heartedly . Thank u ZOMATO 😊,5,0,"Hi Padma, glad to hear that! Thank you for your feedback.",2023-01-27 17:30:47,16.6.5,2023-01,5star,2023-H1,Positive Feedback/Praise,"hygienic, on-time, kind delivery staff"
Zomato,2023-03-29 07:13:27,Good service some times customer service is not good but nice service,5,0,,,17.4.0,2023-03,5star,2023-H1,Customer Support Experience,customer service sometimes not good
Zomato,2023-03-12 13:46:21,just small issue.. please tell your delivery men to exact at the location.. because of language barrier.. thanks.. anything else is perfect..,5,0,,,17.3.6,2023-03,5star,2023-H1,Delivery Time/Delay,delivery partner location precision issue
Zomato,2023-03-19 05:36:47,Amazing online food delivery app for android and ios,5,0,"Hi Vedant, glad to hear that! Thank you for your feedback.",2023-03-23 18:18:04,17.3.9,2023-03,5star,2023-H1,Positive Feedback/Praise,amazing app for both platforms
Zomato,2023-02-23 11:51:00,Easy and amazing offers,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-26 11:34:33,17.3.4,2023-02,5star,2023-H1,Positive Feedback/Praise,"easy, amazing offers"
Zomato,2023-05-26 17:59:55,Easy & convenient to order food.,5,0,,,,2023-05,5star,2023-H1,Positive Feedback/Praise,easy and convenient
Zomato,2023-05-28 06:43:57,Fantastic application for ordering food best in class,5,0,,,17.5.0,2023-05,5star,2023-H1,Positive Feedback/Praise,"fantastic, best in class"
Zomato,2023-05-20 08:04:17,Nice application for food and beverage service,5,0,,,17.5.0,2023-05,5star,2023-H1,Positive Feedback/Praise,nice application
Zomato,2023-03-16 06:10:44,Nice easy to use,5,0,,,17.3.9,2023-03,5star,2023-H1,Positive Feedback/Praise,"nice, easy to use"
Zomato,2023-04-30 14:40:45,Very nice experience.🥰,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-04-30 14:43:22,17.4.4,2023-04,5star,2023-H1,Positive Feedback/Praise,very nice experience
Zomato,2023-06-19 12:03:33,It's a very helpful aap . And with a good price,5,0,,,17.5.3,2023-06,5star,2023-H1,Positive Feedback/Praise,"helpful, good price"
Zomato,2023-03-22 14:59:02,Haha-made me spend my money like crazy,5,0,,,17.4.0,2023-03,5star,2023-H1,Other/Not Categorizable,ambiguous humorous comment
Zomato,2023-06-06 18:10:30,Starter and food quality is very very Awesome and i love the service Everything is very good,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-06-13 07:22:26,,2023-06,5star,2023-H1,Positive Feedback/Praise,great food quality and service
Zomato,2023-05-03 17:03:43,Its very better than swiggy.. 🌝❤️,5,0,,,17.4.6,2023-05,5star,2023-H1,Positive Feedback/Praise,prefers over competitor
Zomato,2023-05-28 12:55:34,Best food quality,5,0,,,17.5.0,2023-05,5star,2023-H1,Positive Feedback/Praise,best food quality
Zomato,2023-07-16 14:23:01,Very good service,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-07-16 14:24:47,17.5.9,2023-07,5star,2023-H2,Positive Feedback/Praise,very good service
Zomato,2023-07-17 07:32:02,Very prompt delivery,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-07-17 07:34:43,17.6.0,2023-07,5star,2023-H2,Positive Feedback/Praise,prompt delivery
Zomato,2023-07-22 12:47:02,Very dedicated service and prompt,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-07-22 12:49:01,17.6.0,2023-07,5star,2023-H2,Positive Feedback/Praise,"dedicated, prompt service"
Zomato,2023-07-24 16:17:21,Very good services and food also tastes very nice my first experience is very good.,5,0,,,17.6.2,2023-07,5star,2023-H2,Positive Feedback/Praise,good service and taste
Zomato,2023-07-02 11:15:03,Very good food app I like it,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-07-02 11:18:00,17.5.2,2023-07,5star,2023-H2,Positive Feedback/Praise,good food app
Zomato,2023-07-23 14:36:19,"Really fine services provided by you.I like Zomato. My family tries several restaurants for breakfast, lunch and dinner provide by you. We likes the taste and variety.",5,0,"Hi Bharat, glad to hear that! Thank you for your feedback.",2023-07-26 01:32:16,17.5.4,2023-07,5star,2023-H2,Positive Feedback/Praise,"fine service, family regularly uses"
Zomato,2023-07-11 07:29:30,very good food delevry,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-07-11 07:30:54,17.5.9,2023-07,5star,2023-H2,Positive Feedback/Praise,good food delivery
Zomato,2023-07-09 17:11:04,"Exceptionally good app if zomato gold used! Otherwise delivery charges are too much , they should be minimised based on the route , distance and time!",5,3,"Hi Mihir, delivery charges depend on several variables such as distance between drop location & the restaurant, availability of riders, weather conditions, time of the day, locality among others. This helps us fairly compensate our delivery partners for their time and effort that goes in making a delivery successful.",2023-07-11 10:04:22,17.5.9,2023-07,5star,2023-H2,"Pricing, Charges & Refunds",delivery charges too high without gold
Zomato,2023-07-08 03:50:05,"Excellant, speedy delivery",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-07-08 03:50:35,17.5.8,2023-07,5star,2023-H2,Positive Feedback/Praise,"excellent, speedy delivery"
Swiggy,2022-04-11 23:57:20,What an hell experience that day was for me bcoz I have ordered my food from a good restaurant but i think they bought it frm a cheap street food nearly it was one and half hour later he bought and when I said I wanted to cancel ❌ it they started arguing with me 😭😭😭 I was really hungry on that day all day tired and got a worse experience when I was in need of food really sad...,1,0,That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,2022-04-12 00:01:59,,2022-04,1star,2022-H1,Order Accuracy,received substituted cheap food after delay
Swiggy,2022-03-16 08:17:58,I have faced many issues with the service provided and the app as it does not allow to escalate any issues to higher authority and its coutumer care people do not provide care to coustomer as the issue is never resolved.,1,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2022-03-16 08:21:58,4.3.2,2022-03,1star,2022-H1,Customer Support Experience,"no escalation path, uncaring support"
Swiggy,2022-04-21 06:05:48,"Not at all customer centric, too worst in services and over priced food items, rates difference too high in swiggy menu and outlet take away or dine-in menu.",1,0,"Hey there, we would like to understand the miss in delivering the order within the promised timeline. Please share your order ID by writing to us at swiggysocial@swiggy.in from your registered email ID to have this checked further.",2022-04-21 06:11:59,,2022-04,1star,2022-H1,"Pricing, Charges & Refunds",overpriced vs outlet menu
Swiggy,2022-03-09 14:20:41,Every food has high prices than actually restaurant has And delivery charges also high,1,0,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2022-03-09 14:21:59,3.65.2,2022-03,1star,2022-H1,"Pricing, Charges & Refunds",higher food and delivery prices
Swiggy,2022-05-20 15:46:31,"Like to give ""0"" Stars if possible bcoz of the continuous failure in delivering food in time due to delivery partner issue & app issue at restaurant end. Once I ordered foor by 9pm & until after 45mins the order was said "" Food being prepared"", after which when I called the delivery partner & swiggy call center they say thr is a problem with app & ur money will be refunded. Such poor value for customers & this was nt once alone, have been facing same like tat at crucial times. Worst day by day",1,0,"Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",2022-05-20 15:52:02,4.8.2,2022-05,1star,2022-H1,Delivery Time/Delay,repeated failure to deliver on time
Swiggy,2022-05-01 10:27:51,I used to use it for instamart and it is good. The food delivery sucks. Not only their estimated time is way off the actual time but their rep play with customers and keep abandoning chat. You can't get a supervisor and you are taken for a ride. If you want to gamble then surely use this service as 1/10 time you might get your money worth service. Other times it's an entertainment for Swiggy Support to see you frustrated.,1,1,That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,2022-05-01 10:31:54,4.7.0,2022-05,1star,2022-H1,Delivery Time/Delay,"ETA far off, reps abandon chat"
Swiggy,2022-05-12 16:46:57,Worst customer service. Last 5 to 6 orders took more than an hour. Even once after an hour they put a message that delivery partner is unwilling to deliver the order. Thats how the tantrums swiggy shows evwn after having swiggyone membership. Stay away from the fraud start up.,1,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,2022-05-12 16:52:00,4.8.0,2022-05,1star,2022-H1,Delivery Time/Delay,orders consistently over an hour late
Swiggy,2022-04-04 13:49:49,Very poor and very bad delivery app swiggy. Swiggy not satisfied her Customer.,1,0,"Hey there, that doesn't sound right. We would like to have this investigated. Please share the relevant order ID to swiggysocial@swiggy.in and we will assist you further in this regard.",2022-04-04 13:51:53,4.4.1,2022-04,1star,2022-H1,Other/Not Categorizable,vague negative statement
Swiggy,2022-02-06 14:49:15,Worst delivery and customer care service..still they are same..they never deliver on time..,1,0,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-02-06 14:52:00,4.1.1,2022-02,1star,2022-H1,Delivery Time/Delay,never delivers on time
Swiggy,2022-04-15 14:46:37,swiggy has been providing a bad service recently you have to wait forever for the item to be delivered and the service has become pathetic,1,0,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2022-04-15 14:52:02,4.6.1,2022-04,1star,2022-H1,Delivery Time/Delay,"long wait, pathetic service"
Swiggy,2022-06-26 05:22:25,I have ordered some fruit juice for a patient and paid in advance the same was delivered to other location to other person after several request to customer service and online chatting no support provided and no cancellation done no refund done I had to compromise as was trapped as prior payment was made totally cheating and fraud.... totally disgraced,1,0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2022-06-26 05:31:53,4.11.1,2022-06,1star,2022-H1,Order Accuracy,order delivered to wrong location
Swiggy,2022-04-25 04:45:16,Swiggy delivery behaviour order was rude ijust told him to bring 500rs change he told roudly to cancel order after hence will not order from swiggy he can say politely too it's really bad pls take action will buy from Zomato there service is far better,1,0,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2022-04-25 04:51:53,,2022-04,1star,2022-H1,Customer Support Experience,delivery partner rude on call
Swiggy,2022-03-06 20:12:25,"Swiggy is a real good app for food delivery option. Every thing I ordered got in time. Sometimes, the food is little overpriced than Zomato but I do buy it because they provide better service. I got to say one more thing, this app is addictive at times where I send more money eating in a day. Which is very bad!",1,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2022-03-06 20:22:00,3.1.0,2022-03,1star,2022-H1,Positive Feedback/Praise,"reliable, on-time despite slight premium"
Swiggy,2022-02-15 19:36:38,"I had placed my order. But due to some reason I canceled my order because I ordered wrong order. When I canceled, took all my money from me. And told me that you have been charged for cancellation. This is very wrong. If a person makes a mistake then he has to lose all his money swiggy you give me my money back. Swiggy is the fake and bad experience",1,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2022-02-15 19:42:00,4.1.1,2022-02,1star,2022-H1,"Pricing, Charges & Refunds",charged fee on cancellation of wrong order
Swiggy,2022-06-08 18:17:25,"Bad service and bad policies. You are on your own after having paid for the order in advance. Our order at night was delayed by 1.5 hours and then when it reached, it wasn't what we had ordered, not even the same restaurant. After all this, you have to jump through hoops to get any refund. Forget about receiving any compensation for the hassle or for the fact that our small get-together got ruined because of their service. Never using this app again.",1,2,"Hey there, we completely understand that we have missed the mark in delivering the order within the promised timeline. Please share your registered details or the order ID by writing to us at swiggysocial@swiggy.in and we would be happy to connect with you post having it checked.",2022-06-08 18:21:56,4.10.2,2022-06,1star,2022-H1,Delivery Time/Delay,1.5hr delay plus wrong order
Swiggy,2022-06-04 17:15:39,They keep closing my queries without any proper justification. Worst customer service.,1,0,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2022-06-04 17:22:02,4.9.1,2022-06,1star,2022-H1,Customer Support Experience,queries closed without resolution
Swiggy,2022-02-02 18:47:16,This company has absolutely zero integrity. Someone signed up for an account using my email which was never authorized or confirmed. I tried contacting their customer support to get the account closed and I was unable to. They kept trying to kick me around to other teams and delaying the resolution of the issue. They wanted to contact me at the number listed on the account after I told them I never opened an account to begin with. These people are very shady and seem to lack common sense.,1,2,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2022-02-02 18:51:58,,2022-02,1star,2022-H1,Customer Support Experience,"unauthorized account issue, unresolved by support"
Swiggy,2022-06-05 19:35:39,"This is the worst food delivery app, they won't respond well, I have ordered at 11 pm and it has not been delivered even at 1 am, and they are still working on it, they won't even respond if the food is not proper",1,13,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2022-06-05 19:41:56,4.9.1,2022-06,1star,2022-H1,Delivery Time/Delay,order not delivered 2 hours after promised time
Swiggy,2022-06-12 16:49:14,I don't recommend their services. They cancel the order anytime they wish. Customer care are extremely rude,1,0,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2022-06-12 16:52:00,4.10.2,2022-06,1star,2022-H1,Customer Support Experience,"arbitrary cancellations, rude care team"
Swiggy,2022-04-22 13:50:04,pathetic my issues regarding my order was not resolved neither compensated very bad service and food,1,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,2022-04-22 13:51:54,4.7.0,2022-04,1star,2022-H1,Customer Support Experience,"issue unresolved, no compensation"
Swiggy,2022-05-30 06:10:21,Chargee way too much for the food the actual food is cheap but you guys tamper with the price than again charge delivery charges so in short cost of an idli plate which cost 40 bucks with you guys is around 90 bucks which is not satisfying,1,0,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2022-05-30 06:12:01,4.6.1,2022-05,1star,2022-H1,"Pricing, Charges & Refunds",price and delivery charge markup
Swiggy,2022-04-09 08:42:31,Most third class app ever......the cheater app..,1,1,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2022-04-09 08:43:26,4.5.0,2022-04,1star,2022-H1,Other/Not Categorizable,vague negative label
Swiggy,2022-07-29 11:39:10,"In last one month I did two orders with multiple items and both missed some or other item. Last week my colleague ordered Two south meal and two biriyani and they missed biriyani and got only South meal. Worst support guys, They always say only one sentence that they will take my feedback to restaurant which doesn't help in any way to a hungry stomach",1,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we will get this checked.",2022-07-29 11:42:01,2.3.8,2022-07,1star,2022-H2,Order Accuracy,missing items across multiple orders
Swiggy,2022-10-24 22:15:43,"Very bad customer service as regarding my recent order its been not delivered yet the swiggy app was showing my food was deliverd..and when I seek any compensation from the customer service, they provided lame excuses along with very little concern regarding this.",1,4,That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,2022-10-24 22:22:00,4.19.2,2022-10,1star,2022-H2,Delivery Time/Delay,"falsely marked delivered, no compensation"
Swiggy,2022-12-02 17:28:15,I recommend to all please don't use this application plz use another app but dontuse it this is the worst application,1,0,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2022-12-02 17:32:00,4.21.2,2022-12,1star,2022-H2,Other/Not Categorizable,generic warning not to use app
